Monetary_value,Frequency,Recency
0.965105267148486,0.8448537882863396,0.7914745119600923
0.9790991471587823,-0.99744908418535,-1.309854503280669
-0.6144925541870682,-0.99744908418535,0.9731200563646933
0.9287155995686993,1.7898475616714231,-0.7980388590732586
-1.8005749851418718,-0.99744908418535,0.6263693980034121
0.6796033818933142,-0.99744908418535,0.7328851746278481
-0.17163763890696043,-0.99744908418535,0.6659944786730887
1.5122124066216138,0.39619923874303664,0.7814304934573179
0.5289996832745024,-0.18221707607931528,-2.888200331767572
1.4349579051987131,0.39619923874303664,0.6141042703005413
-1.1318437366345608,-0.99744908418535,0.9091978218333221
0.011248720241093524,-0.18221707607931528,0.11597297821602418
0.7919174324532333,0.8448537882863396,-0.71263374124813
-0.5294094834617191,-0.99744908418535,0.9206734441566289
-1.2782360352948003,-0.99744908418535,-2.4632090298053133
1.83040612667106,0.8448537882863396,-0.5148981930074062
1.026147402687433,-0.99744908418535,-0.38209079210341823
0.7819135594402301,0.39619923874303664,-0.2326810823680158
-0.5173529831791783,-0.99744908418535,0.9757909075441988
0.1316813240286897,-0.99744908418535,-1.0915754562697286
-0.36711539280473576,-0.18221707607931528,-1.7348458052429279
1.0392197914003067,-0.18221707607931528,0.9863893875322756
0.3522247229901669,-0.18221707607931528,0.47549471851107944
1.4880115929778537,0.8448537882863396,0.5499102742007291
0.9908392127889447,0.39619923874303664,-0.868388020815851
1.0897389494583571,1.211431246849071,0.545449301432948
-0.24850235410385094,-0.18221707607931528,-0.9725199292537081
-0.30477123642551845,-0.18221707607931528,1.1131322130089498
1.6233797584986378,1.521368071876595,0.8737895237735874
-0.07770600037484415,-0.99744908418535,-0.14616481989972352
-0.21536981104854233,-0.99744908418535,-1.1935768400403397
1.061188338413559,0.8448537882863396,0.7814304934573179
0.6806004626311543,-0.18221707607931528,-0.3292495802805093
1.396457020777403,-0.18221707607931528,-0.7980388590732586
0.9640083533330296,-0.99744908418535,-0.59900707152399
0.6364240094941135,0.8448537882863396,0.5364549497466273
-2.047106054596736,-0.99744908418535,0.9541800969818026
-1.0208164231788808,-0.99744908418535,1.0071897066249205
-0.33036106119122943,-0.99744908418535,-0.5310534467888905
0.9320563106122914,-0.99744908418535,0.3664832099978335
1.8284683733481528,-0.18221707607931528,0.540964280178283
1.0124516338329967,1.211431246849071,0.40971212426995324
1.5634576179193675,1.211431246849071,-0.868388020815851
-0.023025197637889447,-0.18221707607931528,0.9704406033952069
0.736580900741199,0.39619923874303664,-0.19917442954284206
0.2279251319026943,0.39619923874303664,1.0423839932550756
-0.20916132714248067,0.39619923874303664,0.6775231078727735
1.7716110638361646,2.2385021112147268,-2.6488576425322106
0.20214892900789952,-0.99744908418535,0.1381601444841187
0.09496226856152272,-0.99744908418535,-0.3292495802805093
0.15712151759387635,0.8448537882863396,-1.4450652840781733
0.22422918385788174,0.39619923874303664,0.003807506545472696
1.0932540723991337,2.026663254955106,-3.225534905794533
1.167695477701827,-0.18221707607931528,0.44072078527651476
0.35217342908949223,-0.99744908418535,-0.16696513899236912
-0.06615302176985571,-0.99744908418535,0.5890178643841675
0.24762732703483814,0.39619923874303664,1.1243600410108712
1.8205794114404907,0.8448537882863396,1.1108683492232354
