Customer ID,Country,Total_sales,Frequency,LastInvoiceDate,Reference_date,Recency
12346.0,United Kingdom,144.02,2,2010-06-28 13:53:00,2010-12-09 20:01:00,164
12347.0,Iceland,966.87,2,2010-12-07 14:57:00,2010-12-09 20:01:00,2
12348.0,Finland,221.16,1,2010-09-27 14:59:00,2010-12-09 20:01:00,73
12349.0,Italy,1946.6399999999999,2,2010-10-28 08:23:00,2010-12-09 20:01:00,42
12351.0,Unspecified,300.93,1,2010-11-29 15:23:00,2010-12-09 20:01:00,10
12352.0,Norway,332.4,2,2010-11-29 10:07:00,2010-12-09 20:01:00,10
12353.0,Bahrain,317.76,1,2010-10-27 12:44:00,2010-12-09 20:01:00,43
12355.0,Bahrain,329.40999999999997,1,2010-05-21 11:59:00,2010-12-09 20:01:00,202
12356.0,Portugal,2092.58,3,2010-11-24 12:24:00,2010-12-09 20:01:00,15
12358.0,Austria,1181.61,3,2010-11-29 10:56:00,2010-12-09 20:01:00,10
12359.0,Cyprus,2306.98,6,2010-10-10 11:16:00,2010-12-09 20:01:00,60
12360.0,Austria,1235.05,3,2010-11-12 11:31:00,2010-12-09 20:01:00,27
12361.0,Belgium,276.35,3,2010-09-03 15:19:00,2010-12-09 20:01:00,97
12366.0,Cyprus,500.24,1,2010-03-16 10:28:00,2010-12-09 20:01:00,268
12368.0,Cyprus,826.5,1,2010-03-21 15:56:00,2010-12-09 20:01:00,263
12369.0,Austria,1458.05,3,2010-10-22 13:13:00,2010-12-09 20:01:00,48
12370.0,Austria,507.12,3,2010-03-25 12:10:00,2010-12-09 20:01:00,259
12371.0,Switzerland,1389.3700000000001,3,2010-10-26 13:37:00,2010-12-09 20:01:00,44
12373.0,Austria,564.0500000000001,2,2010-03-25 13:49:00,2010-12-09 20:01:00,259
12374.0,Austria,1643.24,2,2010-10-14 10:16:00,2010-12-09 20:01:00,56
12376.0,Switzerland,363.65,2,2010-11-15 12:15:00,2010-12-09 20:01:00,24
12377.0,Switzerland,1531.26,2,2010-11-23 19:24:00,2010-12-09 20:01:00,16
12378.0,Switzerland,1261.15,1,2010-05-26 14:07:00,2010-12-09 20:01:00,197
12379.0,Belgium,659.98,2,2010-10-13 14:46:00,2010-12-09 20:01:00,57
12385.0,Belgium,1633.9,1,2010-11-25 15:14:00,2010-12-09 20:01:00,14
12386.0,Australia,258.9,1,2010-12-08 09:53:00,2010-12-09 20:01:00,1
12387.0,Australia,143.94,1,2010-10-20 16:27:00,2010-12-09 20:01:00,50
12388.0,Australia,1087.75,2,2010-09-20 12:41:00,2010-12-09 20:01:00,80
12389.0,Australia,1070.33,3,2010-11-02 11:52:00,2010-12-09 20:01:00,37
12391.0,Cyprus,2049.43,5,2010-09-01 12:38:00,2010-12-09 20:01:00,99
12392.0,Australia,216.85000000000002,1,2010-04-27 14:04:00,2010-12-09 20:01:00,226
12393.0,Australia,816.85,2,2010-11-22 16:10:00,2010-12-09 20:01:00,17
12395.0,Belgium,1724.4,4,2010-12-03 16:35:00,2010-12-09 20:01:00,6
12396.0,RSA,763.63,1,2010-02-03 13:22:00,2010-12-09 20:01:00,309
12399.0,Belgium,743.61,3,2010-11-19 08:53:00,2010-12-09 20:01:00,20
12400.0,Australia,205.25,1,2010-10-21 13:45:00,2010-12-09 20:01:00,49
12402.0,Belgium,863.3,5,2010-11-12 09:50:00,2010-12-09 20:01:00,27
12406.0,Denmark,2579.66,3,2010-11-05 11:42:00,2010-12-09 20:01:00,34
12408.0,Belgium,1095.52,3,2010-11-19 13:21:00,2010-12-09 20:01:00,20
12410.0,Switzerland,216.98000000000002,1,2010-07-25 13:26:00,2010-12-09 20:01:00,137
12411.0,Australia,346.9,1,2010-10-26 09:25:00,2010-12-09 20:01:00,44
12412.0,Denmark,1233.1,3,2010-11-02 17:02:00,2010-12-09 20:01:00,37
12413.0,Spain,185.35,1,2010-11-02 13:26:00,2010-12-09 20:01:00,37
12414.0,Austria,76.8,1,2010-09-02 12:22:00,2010-12-09 20:01:00,98
12416.0,Australia,182.28,1,2010-02-21 10:19:00,2010-12-09 20:01:00,291
12417.0,Belgium,2300.55,11,2010-10-25 14:27:00,2010-12-09 20:01:00,45
12418.0,Switzerland,1247.82,3,2010-10-22 10:29:00,2010-12-09 20:01:00,48
12419.0,Spain,339.65000000000003,2,2010-11-19 10:04:00,2010-12-09 20:01:00,20
12421.0,Spain,220.56,2,2010-10-20 14:28:00,2010-12-09 20:01:00,50
12422.0,Australia,2693.63,9,2010-11-10 13:19:00,2010-12-09 20:01:00,29
12423.0,Denmark,599.58,2,2010-11-17 11:33:00,2010-12-09 20:01:00,22
12424.0,Australia,1435.16,2,2010-10-13 10:29:00,2010-12-09 20:01:00,57
12425.0,Portugal,745.51,1,2010-09-17 14:10:00,2010-12-09 20:01:00,83
12426.0,Germany,678.58,1,2010-02-15 08:41:00,2010-12-09 20:01:00,297
12427.0,Germany,249.5,1,2010-12-03 10:44:00,2010-12-09 20:01:00,6
12434.0,Australia,254.39000000000001,1,2010-11-23 13:38:00,2010-12-09 20:01:00,16
12439.0,Cyprus,978.1,2,2010-01-26 12:11:00,2010-12-09 20:01:00,317
12440.0,Austria,514.2,2,2010-09-03 13:11:00,2010-12-09 20:01:00,97
12441.0,France,117.30000000000001,1,2010-12-08 10:45:00,2010-12-09 20:01:00,1
12443.0,Norway,319.91,1,2009-12-07 15:42:00,2010-12-09 20:01:00,367
12445.0,Spain,235.93,1,2010-10-15 12:28:00,2010-12-09 20:01:00,55
12449.0,Denmark,678.6,1,2010-09-27 09:37:00,2010-12-09 20:01:00,73
12450.0,Spain,490.32,3,2010-11-05 16:27:00,2010-12-09 20:01:00,34
12451.0,Switzerland,3134.44,3,2010-09-02 15:38:00,2010-12-09 20:01:00,98
12455.0,Cyprus,2789.28,4,2010-09-20 14:39:00,2010-12-09 20:01:00,80
12457.0,Switzerland,458.34999999999997,1,2010-09-30 17:59:00,2010-12-09 20:01:00,70
12458.0,Switzerland,545.53,2,2010-10-08 11:36:00,2010-12-09 20:01:00,62
12459.0,Spain,398.36,1,2010-04-13 14:53:00,2010-12-09 20:01:00,240
12460.0,Belgium,266.25,1,2010-09-09 13:51:00,2010-12-09 20:01:00,91
12467.0,USA,132.8,1,2010-10-12 15:41:00,2010-12-09 20:01:00,58
12468.0,Germany,2473.11,3,2010-07-01 10:28:00,2010-12-09 20:01:00,161
12469.0,Thailand,2421.21,2,2010-07-05 12:40:00,2010-12-09 20:01:00,157
12470.0,Unspecified,105.0,1,2010-01-19 11:01:00,2010-12-09 20:01:00,324
12475.0,Germany,380.96,1,2010-10-26 08:49:00,2010-12-09 20:01:00,44
12480.0,Germany,1762.6200000000001,3,2010-11-05 15:08:00,2010-12-09 20:01:00,34
12483.0,Sweden,2121.6,11,2010-11-26 12:35:00,2010-12-09 20:01:00,13
12484.0,Spain,1224.02,5,2010-08-13 13:45:00,2010-12-09 20:01:00,118
12485.0,Sweden,633.7,1,2010-06-28 15:22:00,2010-12-09 20:01:00,164
12486.0,Sweden,821.82,1,2010-10-04 12:14:00,2010-12-09 20:01:00,66
12487.0,Sweden,285.29999999999995,1,2009-12-09 11:36:00,2010-12-09 20:01:00,365
12492.0,Germany,320.15,1,2010-11-01 14:58:00,2010-12-09 20:01:00,38
12494.0,France,479.77,3,2010-12-09 11:31:00,2010-12-09 20:01:00,0
12495.0,Sweden,187.35,1,2010-03-09 10:53:00,2010-12-09 20:01:00,275
12496.0,Spain,42.84,2,2010-03-29 14:06:00,2010-12-09 20:01:00,255
12499.0,Germany,338.22,1,2010-05-28 15:12:00,2010-12-09 20:01:00,195
12500.0,Germany,1283.14,7,2010-09-30 18:45:00,2010-12-09 20:01:00,70
12504.0,Germany,261.0,2,2010-10-18 15:09:00,2010-12-09 20:01:00,52
12505.0,Italy,787.2,1,2010-10-27 09:18:00,2010-12-09 20:01:00,43
12507.0,Spain,443.55,1,2010-05-04 09:23:00,2010-12-09 20:01:00,219
12510.0,Spain,1655.06,5,2010-09-06 14:27:00,2010-12-09 20:01:00,94
12511.0,Greece,2736.21,1,2010-10-07 10:39:00,2010-12-09 20:01:00,63
12514.0,Italy,507.76,1,2010-03-08 12:18:00,2010-12-09 20:01:00,276
12516.0,Germany,895.5,2,2010-10-05 09:43:00,2010-12-09 20:01:00,65
12519.0,Germany,282.2,1,2010-08-20 08:21:00,2010-12-09 20:01:00,111
12525.0,France,791.0,3,2010-07-29 16:08:00,2010-12-09 20:01:00,133
12527.0,Germany,323.2,2,2010-08-02 12:23:00,2010-12-09 20:01:00,129
12529.0,France,316.48,1,2010-06-29 13:10:00,2010-12-09 20:01:00,163
12530.0,Germany,1637.32,5,2010-10-20 15:15:00,2010-12-09 20:01:00,50
12531.0,Germany,1538.04,1,2010-01-22 14:17:00,2010-12-09 20:01:00,321
12533.0,Germany,988.64,2,2010-03-22 10:56:00,2010-12-09 20:01:00,262
12537.0,Sweden,528.29,1,2010-10-27 08:36:00,2010-12-09 20:01:00,43
12538.0,Spain,189.79999999999998,1,2010-11-26 13:02:00,2010-12-09 20:01:00,13
12542.0,Spain,402.42,2,2010-08-12 19:12:00,2010-12-09 20:01:00,119
12543.0,Spain,824.65,1,2010-09-17 15:51:00,2010-12-09 20:01:00,83
12547.0,Spain,147.78,1,2010-07-27 13:55:00,2010-12-09 20:01:00,135
12549.0,USA,1446.78,5,2010-05-13 12:05:00,2010-12-09 20:01:00,210
12553.0,France,653.22,2,2010-11-19 12:18:00,2010-12-09 20:01:00,20
12554.0,Spain,325.3,1,2010-09-17 12:29:00,2010-12-09 20:01:00,83
12557.0,Spain,1111.34,2,2010-12-03 12:20:00,2010-12-09 20:01:00,6
12562.0,France,966.48,2,2010-11-19 09:35:00,2010-12-09 20:01:00,20
12563.0,Italy,108.74,1,2010-10-27 09:52:00,2010-12-09 20:01:00,43
12568.0,Germany,41.5,1,2010-03-05 09:15:00,2010-12-09 20:01:00,279
12573.0,France,349.0,4,2010-11-23 13:01:00,2010-12-09 20:01:00,16
12575.0,France,523.8199999999999,2,2010-09-08 13:09:00,2010-12-09 20:01:00,92
12576.0,Poland,696.19,3,2010-11-12 12:44:00,2010-12-09 20:01:00,27
12577.0,France,939.1999999999999,5,2010-11-23 14:06:00,2010-12-09 20:01:00,16
12578.0,Italy,1376.14,2,2010-11-19 17:21:00,2010-12-09 20:01:00,20
12580.0,Germany,454.2,1,2010-05-12 11:45:00,2010-12-09 20:01:00,211
12582.0,Finland,1310.64,2,2010-10-13 10:52:00,2010-12-09 20:01:00,57
12586.0,Italy,1555.33,3,2010-11-30 10:47:00,2010-12-09 20:01:00,9
12588.0,Finland,475.3,2,2010-11-05 12:38:00,2010-12-09 20:01:00,34
12589.0,France,2467.58,4,2010-10-14 11:54:00,2010-12-09 20:01:00,56
12591.0,Italy,749.4,2,2010-11-14 14:32:00,2010-12-09 20:01:00,25
